participant,group,experiment,x,y,lastDimension,click,listed,label,time,elapsedTime,observedRadialAngle,observedRadialQuadrant,expectedRadialAngle,expectedRadialQuadrant,radialDistance,expectedDimensionX,expectedDimensionY,vectorDistance,observedVectorQuadrant,expectedVectorQuadrant,numOnline,_id,datetime,abstime
4DN3C,Class 2,BJVwwrM5X,-48,-41,X,other,FALSE,Fatigué,2019-12-04T20:21:29Z,24763121,229.4971516,3,NA,NA,NA,NA,NA,NA,NA,NA,1,616,2019-12-04T20:21:29Z,2019-12-04
QXZIZ,Class 2,BJVwwrM5X,0,-11,Y,button,TRUE,Frustré,2019-12-04T20:39:33Z,2191873,270,3,279,4,9,NA,NA,NA,NA,NA,1,617,2019-12-04T20:39:33Z,2019-12-04
QXZIZ,Class 2,BJVwwrM5X,-8,-11,X,button,TRUE,Stressé,2019-12-04T20:39:36Z,2194838,216.0273734,3,243,3,27,NA,NA,NA,NA,NA,1,618,2019-12-04T20:39:36Z,2019-12-04
094O8,Class 2,BJVwwrM5X,-37,-34,Y,button,TRUE,Stressé,2019-12-04T20:53:03Z,13621,227.4195092,3,243,3,16,NA,NA,NA,NA,NA,1,619,2019-12-04T20:53:03Z,2019-12-04
QXZIZ,Class 2,BJVwwrM5X,-100,-100,X,other,FALSE,Découragé,2019-12-04T21:08:08Z,3905986,225,3,NA,NA,NA,NA,NA,NA,NA,NA,1,620,2019-12-04T21:08:08Z,2019-12-04
QXZIZ,Class 2,BJVwwrM5X,-100,-100,X,other,TRUE,Frustré,2019-12-04T21:08:23Z,3921041,225,3,279,4,54,NA,NA,NA,NA,NA,1,621,2019-12-04T21:08:23Z,2019-12-04
094O8,Class 2,BJVwwrM5X,0,-2,Y,other,TRUE,Lassé,2019-12-04T21:28:13Z,34410,270,3,225,3,45,NA,NA,NA,NA,NA,2,622,2019-12-04T21:28:13Z,2019-12-04
QXZIZ,Class 2,BJVwwrM5X,0,-100,Y,button,TRUE,Insatisfait,2019-12-04T21:46:40Z,2284305,270,3,261,3,9,NA,NA,NA,NA,NA,1,623,2019-12-04T21:46:40Z,2019-12-04
Z68B8,Class 2,BJVwwrM5X,65,62,Y,button,TRUE,Amusé,2019-12-04T22:01:48Z,14883,46.35319195,1,45,1,1,NA,NA,NA,NA,NA,2,624,2019-12-04T22:01:48Z,2019-12-04
Z68B8,Class 2,BJVwwrM5X,1,1,X,other,FALSE,Fatigué,2019-12-04T22:23:36Z,1322542,45,1,NA,NA,NA,NA,NA,NA,NA,NA,2,625,2019-12-04T22:23:36Z,2019-12-04
QXZIZ,Class 2,BJVwwrM5X,-100,-100,X,other,FALSE,Fatigué,2019-12-04T23:03:57Z,6921107,225,3,NA,NA,NA,NA,NA,NA,NA,NA,1,626,2019-12-04T23:03:57Z,2019-12-04
QXZIZ,Class 2,BJVwwrM5X,-100,-100,X,other,TRUE,Frustré,2019-12-04T23:04:06Z,6930123,225,3,279,4,54,NA,NA,NA,NA,NA,1,627,2019-12-04T23:04:06Z,2019-12-04
QXZIZ,Class 2,BJVwwrM5X,-100,-100,X,other,FALSE,Impatient,2019-12-04T23:04:13Z,6937373,225,3,NA,NA,NA,NA,NA,NA,NA,NA,1,628,2019-12-04T23:04:13Z,2019-12-04
QXZIZ,Class 2,BJVwwrM5X,-100,-100,X,other,TRUE,Insatisfait,2019-12-04T23:04:21Z,6945032,225,3,261,3,36,NA,NA,NA,NA,NA,1,629,2019-12-04T23:04:21Z,2019-12-04
Z68B8,Class 2,BJVwwrM5X,-18,0,X,button,TRUE,Confus,2019-12-05T10:22:09Z,9635,180,2,189,3,9,NA,NA,NA,NA,NA,1,630,2019-12-05T10:22:09Z,2019-12-05
Z68B8,Class 2,BJVwwrM5X,23,10,Y,button,TRUE,Ravi,2019-12-05T10:39:50Z,1070820,66.50143432,1,63,1,4,NA,NA,NA,NA,NA,1,631,2019-12-05T10:39:50Z,2019-12-05
QXZIZ,Class 2,BJVwwrM5X,100,100,Y,other,TRUE,Soulagé,2019-12-05T12:23:36Z,10954,45,1,153,2,108,NA,NA,NA,NA,NA,2,632,2019-12-05T12:23:36Z,2019-12-05
QXZIZ,Class 2,BJVwwrM5X,100,100,Y,other,FALSE,Festif,2019-12-05T12:23:43Z,17670,45,1,NA,NA,NA,NA,NA,NA,NA,NA,2,633,2019-12-05T12:23:43Z,2019-12-05
41DRO,Class 2,BJVwwrM5X,-83,15,X,button,TRUE,Insatisfait,2019-12-05T16:25:10Z,10376,280.2440874,4,261,3,19,NA,NA,NA,NA,NA,1,634,2019-12-05T16:25:10Z,2019-12-05
41DRO,Class 2,BJVwwrM5X,-83,0,Y,other,TRUE,Stressé,2019-12-05T16:25:35Z,35504,180,2,243,3,63,NA,NA,NA,NA,NA,1,635,2019-12-05T16:25:35Z,2019-12-05
41DRO,Class 2,BJVwwrM5X,-62,100,X,button,TRUE,Irrité,2019-12-05T16:28:09Z,189305,328.2010872,4,351,4,23,NA,NA,NA,NA,NA,1,636,2019-12-05T16:28:09Z,2019-12-05
41DRO,Class 2,BJVwwrM5X,-62,100,X,other,FALSE,Découragé,2019-12-05T16:29:01Z,240874,328.2010872,4,NA,NA,NA,NA,NA,NA,NA,NA,1,637,2019-12-05T16:29:01Z,2019-12-05
41DRO,Class 2,BJVwwrM5X,-100,14,Y,button,TRUE,Insatisfait,2019-12-05T16:29:26Z,266312,277.9696104,4,261,3,17,NA,NA,NA,NA,NA,1,638,2019-12-05T16:29:26Z,2019-12-05
41DRO,Class 2,BJVwwrM5X,-100,14,Y,button,TRUE,Insatisfait,2019-12-05T16:41:18Z,978329,277.9696104,4,261,3,17,NA,NA,NA,NA,NA,1,639,2019-12-05T16:41:18Z,2019-12-05
094O8,Class 2,BJVwwrM5X,32,0,X,button,TRUE,Soulagé,2019-12-05T21:02:41Z,6126,180,2,153,2,27,NA,NA,NA,NA,NA,1,640,2019-12-05T21:02:41Z,2019-12-05
41DRO,Class 2,BJVwwrM5X,-100,-100,X,other,TRUE,Enervé,2019-12-05T21:17:39Z,43652,225,3,333,4,108,NA,NA,NA,NA,NA,1,641,2019-12-05T21:17:39Z,2019-12-05
Z68B8,Class 2,BJVwwrM5X,0,12,Y,button,TRUE,Concentré,2019-12-05T22:20:53Z,6047,90,1,81,1,9,NA,NA,NA,NA,NA,1,642,2019-12-05T22:20:53Z,2019-12-05
Z68B8,Class 2,BJVwwrM5X,0,7,X,button,TRUE,Concentré,2019-12-06T09:29:54Z,4764344,90,1,81,1,9,NA,NA,NA,NA,NA,1,643,2019-12-06T09:29:54Z,2019-12-06
Z68B8,Class 2,BJVwwrM5X,-38,7,X,button,TRUE,Frustré,2019-12-06T10:12:11Z,7301363,280.4374754,4,279,4,1,NA,NA,NA,NA,NA,1,644,2019-12-06T10:12:11Z,2019-12-06
094O8,Class 2,BJVwwrM5X,60,48,Y,other,FALSE,Fatigué,2019-12-06T10:52:12Z,18326,51.34019175,1,NA,NA,NA,NA,NA,NA,NA,NA,2,645,2019-12-06T10:52:12Z,2019-12-06
4DN3C,Class 2,BJVwwrM5X,1,14,X,button,TRUE,Intéressé,2019-12-06T12:21:21Z,25581,4.08561678,1,27,1,23,NA,NA,NA,NA,NA,1,646,2019-12-06T12:21:21Z,2019-12-06
4DN3C,Class 2,BJVwwrM5X,-12,10,X,button,TRUE,Enervé,2019-12-06T13:18:25Z,22983,309.8055711,4,333,4,23,NA,NA,NA,NA,NA,1,647,2019-12-06T13:18:25Z,2019-12-06
Z68B8,Class 2,BJVwwrM5X,100,0,Y,button,TRUE,Soulagé,2019-12-06T16:00:16Z,51525,180,2,153,2,27,NA,NA,NA,NA,NA,1,648,2019-12-06T16:00:16Z,2019-12-06
Z68B8,Class 2,BJVwwrM5X,100,7,Y,button,TRUE,Concentré,2019-12-06T16:00:33Z,68644,85.99582706,1,81,1,5,NA,NA,NA,NA,NA,1,649,2019-12-06T16:00:33Z,2019-12-06
Z68B8,Class 2,BJVwwrM5X,90,7,X,button,TRUE,Satisfait,2019-12-06T16:26:57Z,1652957,85.55261515,1,99,2,13,NA,NA,NA,NA,NA,1,650,2019-12-06T16:26:57Z,2019-12-06
Z68B8,Class 2,BJVwwrM5X,2,-17,X,button,TRUE,Confus,2019-12-06T18:23:03Z,8618259,173.2901632,2,189,3,16,NA,NA,NA,NA,NA,1,651,2019-12-06T18:23:03Z,2019-12-06
Z68B8,Class 2,BJVwwrM5X,-54,-36,X,button,TRUE,Lassé,2019-12-06T19:33:11Z,12826337,236.3099325,3,225,3,11,NA,NA,NA,NA,NA,1,652,2019-12-06T19:33:11Z,2019-12-06
Z68B8,Class 2,BJVwwrM5X,-17,-36,X,button,TRUE,Confus,2019-12-06T20:37:26Z,16681713,205.2777222,3,189,3,16,NA,NA,NA,NA,NA,1,653,2019-12-06T20:37:26Z,2019-12-06
Z68B8,Class 2,BJVwwrM5X,1,-6,X,button,TRUE,Soulagé,2019-12-06T21:28:21Z,19736443,170.5376778,2,153,2,18,NA,NA,NA,NA,NA,1,654,2019-12-06T21:28:21Z,2019-12-06
Z68B8,Class 2,BJVwwrM5X,11,4,X,button,TRUE,Ravi,2019-12-06T22:18:31Z,22746222,70.01689348,1,63,1,7,NA,NA,NA,NA,NA,1,655,2019-12-06T22:18:31Z,2019-12-06
094O8,Class 2,BJVwwrM5X,69,0,X,other,FALSE,Fatigué,2019-12-07T15:33:10Z,15927,180,2,NA,NA,NA,NA,NA,NA,NA,NA,1,656,2019-12-07T15:33:10Z,2019-12-07
DT6KT,Class 2,BJVwwrM5X,100,100,Y,button,TRUE,Ravi,2019-12-08T03:01:01Z,11841,45,1,63,1,18,NA,NA,NA,NA,NA,1,657,2019-12-08T03:01:01Z,2019-12-08
DT6KT,Class 2,BJVwwrM5X,100,100,X,other,TRUE,Soulagé,2019-12-08T03:01:22Z,32314,45,1,153,2,108,NA,NA,NA,NA,NA,1,658,2019-12-08T03:01:22Z,2019-12-08
DT6KT,Class 2,BJVwwrM5X,100,100,X,other,FALSE,Fier,2019-12-08T03:01:34Z,45032,45,1,NA,NA,NA,NA,NA,NA,NA,NA,1,659,2019-12-08T03:01:34Z,2019-12-08
DT6KT,Class 2,BJVwwrM5X,100,100,X,other,FALSE,Plénitude,2019-12-08T03:04:02Z,193021,45,1,NA,NA,NA,NA,NA,NA,NA,NA,1,660,2019-12-08T03:04:02Z,2019-12-08
DT6KT,Class 2,BJVwwrM5X,100,100,X,other,FALSE,Grisé,2019-12-08T03:04:14Z,204760,45,1,NA,NA,NA,NA,NA,NA,NA,NA,1,661,2019-12-08T03:04:14Z,2019-12-08
DT6KT,Class 2,BJVwwrM5X,100,100,X,other,TRUE,Satisfait,2019-12-08T03:04:27Z,217133,45,1,99,2,54,NA,NA,NA,NA,NA,1,662,2019-12-08T03:04:27Z,2019-12-08
094O8,Class 2,BJVwwrM5X,95,99,Y,button,TRUE,Ravi,2019-12-08T10:09:49Z,9943,43.81881109,1,63,1,19,NA,NA,NA,NA,NA,1,663,2019-12-08T10:09:49Z,2019-12-08
094O8,Class 2,BJVwwrM5X,47,0,Y,other,TRUE,Intéressé,2019-12-16T19:51:59Z,21284,180,2,27,1,153,NA,NA,NA,NA,NA,1,665,2019-12-16T19:51:59Z,2019-12-16
094O8,Class 2,BJVwwrM5X,47,0,Y,button,TRUE,Confus,2019-12-16T19:52:17Z,39586,180,2,189,3,9,NA,NA,NA,NA,NA,1,666,2019-12-16T19:52:17Z,2019-12-16
094O8,Class 2,BJVwwrM5X,-58,-31,Y,button,TRUE,Stressé,2019-12-18T12:40:43Z,13329,241.8762646,3,243,3,1,NA,NA,NA,NA,NA,1,667,2019-12-18T12:40:43Z,2019-12-18
094O8,Class 2,BJVwwrM5X,53,47,Y,other,TRUE,Soulagé,2019-12-18T16:02:46Z,12755,48.43363036,1,153,2,105,NA,NA,NA,NA,NA,1,668,2019-12-18T16:02:46Z,2019-12-18
094O8,Class 2,BJVwwrM5X,38,70,Y,other,TRUE,Soulagé,2019-12-18T16:03:09Z,11256,28.49563862,1,153,2,125,NA,NA,NA,NA,NA,0,669,2019-12-18T16:03:09Z,2019-12-18
Z68B8,Class 2,BJVwwrM5X,56,30,Y,button,TRUE,Ravi,2019-12-20T08:45:13Z,9881,61.82140989,1,63,1,1,NA,NA,NA,NA,NA,1,670,2019-12-20T08:45:13Z,2019-12-20
Z68B8,Class 2,BJVwwrM5X,-17,-2,Y,button,TRUE,Frustré,2019-12-20T09:32:26Z,2842216,263.2901632,3,279,4,16,NA,NA,NA,NA,NA,1,671,2019-12-20T09:32:26Z,2019-12-20
Z68B8,Class 2,BJVwwrM5X,0,-53,X,button,TRUE,Frustré,2019-12-20T11:44:22Z,10758845,270,3,279,4,9,NA,NA,NA,NA,NA,1,672,2019-12-20T11:44:22Z,2019-12-20
Z68B8,Class 2,BJVwwrM5X,-1,-15,Y,button,TRUE,Confus,2019-12-20T14:38:44Z,5755522,183.8140748,3,189,3,5,NA,NA,NA,NA,NA,1,673,2019-12-20T14:38:44Z,2019-12-20
Z68B8,Class 2,BJVwwrM5X,-65,-67,X,button,TRUE,Lassé,2019-12-20T15:06:15Z,7406263,224.1319486,3,225,3,1,NA,NA,NA,NA,NA,1,674,2019-12-20T15:06:15Z,2019-12-20
Z68B8,Class 2,BJVwwrM5X,5,-67,X,button,TRUE,Soulagé,2019-12-20T15:19:14Z,8184811,175.7321067,2,153,2,23,NA,NA,NA,NA,NA,1,675,2019-12-20T15:19:14Z,2019-12-20
Z68B8,Class 2,BJVwwrM5X,0,-79,Y,button,TRUE,Frustré,2019-12-23T17:36:06Z,4034,270,3,279,4,9,NA,NA,NA,NA,NA,1,676,2019-12-23T17:36:06Z,2019-12-23
Z68B8,Class 2,BJVwwrM5X,-58,-79,X,button,TRUE,Lassé,2019-12-23T17:36:24Z,21894,216.2852671,3,225,3,9,NA,NA,NA,NA,NA,1,677,2019-12-23T17:36:24Z,2019-12-23
Z68B8,Class 2,BJVwwrM5X,17,-3,X,button,TRUE,Satisfait,2019-12-23T18:14:08Z,2285618,100.0079798,2,99,2,1,NA,NA,NA,NA,NA,1,678,2019-12-23T18:14:08Z,2019-12-23
Z68B8,Class 2,BJVwwrM5X,25,-3,X,button,TRUE,Concentré,2019-12-23T19:00:30Z,5068099,96.84277341,2,81,1,16,NA,NA,NA,NA,NA,1,679,2019-12-23T19:00:30Z,2019-12-23
4DN3C,Class 2,BJVwwrM5X,0,64,X,button,TRUE,Concentré,2019-12-30T10:30:16Z,51185,90,1,81,1,9,NA,NA,NA,NA,NA,1,680,2019-12-30T10:30:16Z,2019-12-30
IG6VT,Class 2,BJVwwrM5X,100,100,Y,button,TRUE,Ravi,2019-12-30T20:11:12Z,6814,45,1,63,1,18,NA,NA,NA,NA,NA,1,681,2019-12-30T20:11:12Z,2019-12-30
IG6VT,Class 2,BJVwwrM5X,100,44,Y,button,TRUE,Concentré,2019-12-30T20:43:43Z,1958434,66.25050551,1,81,1,15,NA,NA,NA,NA,NA,1,682,2019-12-30T20:43:43Z,2019-12-30
4DN3C,Class 2,BJVwwrM5X,-6,-6,Y,button,TRUE,Anxieux,2019-12-31T13:14:39Z,10632,225,3,207,3,18,NA,NA,NA,NA,NA,1,683,2019-12-31T13:14:39Z,2019-12-31
4DN3C,Class 2,BJVwwrM5X,-18,-19,X,button,TRUE,Anxieux,2020-01-02T09:27:36Z,56623,223.4518423,3,207,3,16,NA,NA,NA,NA,NA,1,684,2020-01-02T09:27:36Z,2020-01-02
4DN3C,Class 2,BJVwwrM5X,12,5,Y,button,TRUE,Concentré,2020-01-02T15:09:17Z,16479,67.38013505,1,81,1,14,NA,NA,NA,NA,NA,1,685,2020-01-02T15:09:17Z,2020-01-02
4DN3C,Class 2,BJVwwrM5X,0,5,X,button,TRUE,Concentré,2020-01-02T20:00:21Z,17481102,90,1,81,1,9,NA,NA,NA,NA,NA,1,686,2020-01-02T20:00:21Z,2020-01-02
4DN3C,Class 2,BJVwwrM5X,1,30,X,button,TRUE,Intéressé,2020-01-03T09:04:25Z,32797,1.909152433,1,27,1,25,NA,NA,NA,NA,NA,1,687,2020-01-03T09:04:25Z,2020-01-03
IG6VT,Class 2,BJVwwrM5X,0,-100,X,button,TRUE,Insatisfait,2020-01-09T13:41:45Z,7574,270,3,261,3,9,NA,NA,NA,NA,NA,1,688,2020-01-09T13:41:45Z,2020-01-09
IG6VT,Class 2,BJVwwrM5X,0,20,Y,button,TRUE,Concentré,2020-01-09T14:01:17Z,1178832,90,1,81,1,9,NA,NA,NA,NA,NA,1,689,2020-01-09T14:01:17Z,2020-01-09
IG6VT,Class 2,BJVwwrM5X,19,-59,Y,button,TRUE,Confus,2020-01-10T11:15:01Z,4839034,162.1496817,2,189,3,27,NA,NA,NA,NA,NA,1,690,2020-01-10T11:15:01Z,2020-01-10
QXZIZ,Class 2,BJVwwrM5X,57,100,X,button,TRUE,Confiant,2020-01-18T21:48:37Z,11590,29.68314018,1,9,1,21,NA,NA,NA,NA,NA,1,693,2020-01-18T21:48:37Z,2020-01-18
QXZIZ,Class 2,BJVwwrM5X,57,100,X,other,FALSE,Motivé,2020-01-18T21:48:45Z,19384,29.68314018,1,NA,NA,NA,NA,NA,NA,NA,NA,1,694,2020-01-18T21:48:45Z,2020-01-18
QXZIZ,Class 2,BJVwwrM5X,100,100,X,other,TRUE,Satisfait,2020-01-18T22:53:53Z,3927436,45,1,99,2,54,NA,NA,NA,NA,NA,1,695,2020-01-18T22:53:53Z,2020-01-18
094O8,Class 2,BJVwwrM5X,18,2,X,button,TRUE,Concentré,2020-01-19T13:04:33Z,13082,83.65980825,1,81,1,3,NA,NA,NA,NA,NA,1,696,2020-01-19T13:04:33Z,2020-01-19
094O8,Class 2,BJVwwrM5X,14,0,X,button,TRUE,Confus,2020-01-19T17:30:09Z,14004,180,2,189,3,9,NA,NA,NA,NA,NA,1,697,2020-01-19T17:30:09Z,2020-01-19
4873I,Class 2,BJVwwrM5X,-100,-35,Y,button,TRUE,Stressé,2020-01-19T20:39:46Z,13448,250.7099538,3,243,3,8,NA,NA,NA,NA,NA,1,698,2020-01-19T20:39:46Z,2020-01-19
4873I,Class 2,BJVwwrM5X,-100,-30,Y,button,TRUE,Insatisfait,2020-01-19T20:39:53Z,20351,253.3007558,3,261,3,8,NA,NA,NA,NA,NA,1,699,2020-01-19T20:39:53Z,2020-01-19
094O8,Class 2,BJVwwrM5X,33,35,Y,button,TRUE,Intéressé,2020-01-20T17:47:32Z,10065,43.31531568,1,27,1,16,NA,NA,NA,NA,NA,1,700,2020-01-20T17:47:32Z,2020-01-20
4DN3C,Class 2,BJVwwrM5X,-23,-20,Y,button,TRUE,Stressé,2020-01-22T15:27:25Z,16559,228.9909131,3,243,3,14,NA,NA,NA,NA,NA,1,701,2020-01-22T15:27:25Z,2020-01-22
4DN3C,Class 2,BJVwwrM5X,-23,-23,Y,button,TRUE,Anxieux,2020-01-22T17:46:40Z,8371683,225,3,207,3,18,NA,NA,NA,NA,NA,1,702,2020-01-22T17:46:40Z,2020-01-22
094O8,Class 2,BJVwwrM5X,-15,-14,Y,other,FALSE,Fatigué,2020-01-22T18:06:07Z,16134,226.974934,3,NA,NA,NA,NA,NA,NA,NA,NA,1,703,2020-01-22T18:06:07Z,2020-01-22
094O8,Class 2,BJVwwrM5X,56,34,Y,button,TRUE,Concentré,2020-01-23T06:59:05Z,11186,58.73626831,1,81,1,22,NA,NA,NA,NA,NA,1,704,2020-01-23T06:59:05Z,2020-01-23
4DN3C,Class 2,BJVwwrM5X,14,8,Y,button,TRUE,Concentré,2020-01-28T08:17:51Z,42076,60.2551187,1,81,1,21,NA,NA,NA,NA,NA,1,705,2020-01-28T08:17:51Z,2020-01-28
WIN3R,Class 2,BJVwwrM5X,88,56,Y,button,TRUE,Concentré,2020-01-28T10:17:45Z,8598,57.52880771,1,81,1,23,NA,NA,NA,NA,NA,2,706,2020-01-28T10:17:45Z,2020-01-28
WIN3R,Class 2,BJVwwrM5X,94,56,X,other,TRUE,Satisfait,2020-01-28T10:18:05Z,29204,59.21585347,1,NA,NA,NA,NA,NA,NA,NA,NA,2,707,2020-01-28T10:18:05Z,2020-01-28
WIN3R,Class 2,BJVwwrM5X,-11,5,X,other,FALSE,Dubitatif,2020-01-28T10:24:47Z,430941,294.4439548,4,NA,NA,NA,NA,NA,NA,NA,NA,1,708,2020-01-28T10:24:47Z,2020-01-28
WIN3R,Class 2,BJVwwrM5X,12,-1,X,button,TRUE,Concentré,2020-01-28T10:40:55Z,1398456,94.76364169,2,81,1,14,NA,NA,NA,NA,NA,1,709,2020-01-28T10:40:55Z,2020-01-28
WIN3R,Class 2,BJVwwrM5X,39,-1,X,button,TRUE,Satisfait,2020-01-28T10:56:10Z,2314325,91.46880071,2,99,2,8,NA,NA,NA,NA,NA,1,710,2020-01-28T10:56:10Z,2020-01-28
094O8,Class 2,BJVwwrM5X,-32,-14,Y,button,TRUE,Insatisfait,2020-01-28T11:13:59Z,12351,246.3706223,3,261,3,15,NA,NA,NA,NA,NA,1,711,2020-01-28T11:13:59Z,2020-01-28
4DN3C,Class 2,BJVwwrM5X,-11,-8,Y,button,TRUE,Anxieux,2020-01-28T11:38:07Z,8609,233.9726266,3,207,3,27,NA,NA,NA,NA,NA,1,712,2020-01-28T11:38:07Z,2020-01-28
4DN3C,Class 2,BJVwwrM5X,-40,-55,Y,button,TRUE,Lassé,2020-01-28T18:49:37Z,25899032,216.0273734,3,225,3,9,NA,NA,NA,NA,NA,1,713,2020-01-28T18:49:37Z,2020-01-28
